0x0000000000000000000000000000000000001010,Polygon: MATIC Token
0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,Polygon: WMATIC Token
0xd70250731a72c33bfb93016e3d1f0ca160df7e42,Huobi 1
0x0000000000000000000000000000000000001010,Polygon: MATIC Token
0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,Polygon: WMATIC Token
0xd70250731a72c33bfb93016e3d1f0ca160df7e42,Huobi 1
0x0000000000000000000000000000000000001010,Polygon: MATIC Token
0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,Polygon: WMATIC Token
0xd70250731a72c33bfb93016e3d1f0ca160df7e42,Huobi 1
0xd2171abb60d2994cf9acb767f2116cf47bbf596f,InsurAce Protocol: Stakers Pool V2
0x51e3d44172868acc60d68ca99591ce4230bc75e0,MEXC.com
0xa3fa99a148fa48d14ed51d610c367c61876997f1,Qi DAO: miMATIC Token
0x18a9dc08d083791a750f918ba56236f683953cb1,Galaxy Fight Club: Deployer
0xf8aae8d5dd1d7697a4ec6f561737e68a2ab8539e,Wormhole: Deployer
0xa3bd5c569c097cedcf1cd878c8e25695a3db6926,Polyquity: Active Pool
0x84e5bc3df0df0f543648f250443c6f4077218312,MEV Bot: 0x84e...312
